product_name,brand,Category,city,order_date,month,retail_price,discounted_price,discount_pct,discount_band,price_band,units_sold,revenue,product_rating_clean,Rating_Status,,,,,
Desi Weaves Women's Shrug,Unknown,Clothing,Mumbai,09-06-2023,2023-06,1199,720,39.9,30-50%,Mid (500-1500),366,14603,0,Not Rated,,,,,
Rosepetal Cotton Floral Diwan Set,Rosepetal,Home Furnishing,Pune,27-06-2023,2023-06,2099,936,55.4,50%+,Premium (1500-5000),296,16398,0,Not Rated,,,,,
Fs Mini Klub Printed Baby Boy's Polo Neck T-Shirt,Fs Mini Klub,Baby Care,Hyderabad,28-08-2023,2023-08,549,549,0,0-10%,Mid (500-1500),429,0,0,Not Rated,,,,,
dongli Striped Baby Boy's Polo Neck T-Shirt,dongli,Baby Care,Chennai,14-10-2023,2023-10,2799,1299,53.6,50%+,Premium (1500-5000),22,1179,0,Not Rated,,,,,
V-AARCI Men's Vest,V-AARCI,Clothing,Pune,22-09-2023,2023-09,1299,528,59.4,50%+,Mid (500-1500),324,19246,0,Not Rated,,,,,
C9 Women's Sports Bra,C9,Clothing,Mumbai,16-04-2023,2023-04,599,599,0,0-10%,Mid (500-1500),172,0,0,Not Rated,,,,,
Fs Mini Klub Printed Baby Boy's Round Neck T-Shirt,Fs Mini Klub,Baby Care,Pune,12-07-2023,2023-07,399,399,0,0-10%,Budget (<500),359,0,0,Not Rated,,,,,
SAYITLOUD Men's Vest,SAYITLOUD,Clothing,Bengaluru,02-09-2023,2023-09,599,299,50.1,50%+,Mid (500-1500),117,5862,0,Not Rated,,,,,
SAYITLOUD Men's Vest,SAYITLOUD,Clothing,Pune,09-08-2023,2023-08,599,299,50.1,50%+,Mid (500-1500),213,10671,2.3,Rated,,,,,
C9 Women's Sports Bra,C9,Clothing,Chennai,04-09-2023,2023-09,599,599,0,0-10%,Mid (500-1500),292,0,0,Not Rated,,,,,
Ethnic Handicrafts Solid Wood Queen Bed,Ethnic Handicrafts,Furniture,Hyderabad,12-04-2023,2023-04,39999,24999,37.5,30-50%,Luxury (5000+),309,11588,0,Not Rated,,,,,
Nut Khut Embroidered Kurta & Churidar,Nut Khut,Unknown,Mumbai,26-10-2023,2023-10,2800,2800,0,0-10%,Premium (1500-5000),97,0,0,Not Rated,,,,,
NavyaRiti Striped Baby Boy's Polo Neck T-Shirt,NavyaRiti,Baby Care,Bengaluru,05-11-2023,2023-11,700,369,47.3,30-50%,Mid (500-1500),59,2791,0,Not Rated,,,,,
Aarika Self Design Kurta & Patiyala,Aarika,Baby Care,Hyderabad,13-06-2023,2023-06,2999,1499,50,30-50%,Premium (1500-5000),75,3750,0,Not Rated,,,,,
Bodycare Checkered Boy's Boxer,Bodycare,Clothing,Mumbai,03-10-2023,2023-10,498,498,0,0-10%,Budget (<500),426,0,0,Not Rated,,,,,
Novel Sporty Women's Sports Bra,Novel,Clothing,Mumbai,02-06-2023,2023-06,630,450,28.6,10-30%,Mid (500-1500),74,2116,0,Not Rated,,,,,
C9 Women's Sports Bra,C9,Clothing,Chennai,09-06-2023,2023-06,899,599,33.4,30-50%,Mid (500-1500),456,15230,0,Not Rated,,,,,
Aarika Self Design Kurta & Pallazo,Aarika,Baby Care,Pune,16-09-2023,2023-09,1299,499,61.6,50%+,Mid (500-1500),173,10657,0,Not Rated,,,,,
Rishan Printed Baby Boy's V-neck T-Shirt,Rishan,Baby Care,Chennai,27-08-2023,2023-08,299,159,46.8,30-50%,Budget (<500),330,15444,0,Not Rated,,,,,
GND Wired Earphones Dynamic Handsfree Wired Headset,GND,Mobiles & Accessories,Chennai,12-04-2023,2023-04,299,179,40.1,30-50%,Budget (<500),330,13233,0,Not Rated,,,,,
Novel Sporty Women's Sports Bra,Novel,Clothing,Bengaluru,18-12-2023,2023-12,630,450,28.6,10-30%,Mid (500-1500),453,12956,0,Not Rated,,,,,
Novel Sporty Women's Sports Bra,Novel,Clothing,Chennai,07-08-2023,2023-08,980,700,28.6,10-30%,Mid (500-1500),237,6778,0,Not Rated,,,,,
Ethnic Handicrafts Solid Wood Queen Bed,Ethnic Handicrafts,Furniture,Hyderabad,18-07-2023,2023-07,39999,24999,37.5,30-50%,Luxury (5000+),10,375,0,Not Rated,,,,,
Fs Mini Klub Printed Baby Boy's Round Neck T-Shirt,Fs Mini Klub,Baby Care,Pune,26-07-2023,2023-07,349,349,0,0-10%,Budget (<500),204,0,0,Not Rated,,,,,
NavyaRiti Striped Baby Boy's Polo Neck T-Shirt,NavyaRiti,Baby Care,Hyderabad,10-08-2023,2023-08,700,369,47.3,30-50%,Mid (500-1500),462,21853,0,Not Rated,,,,,
SAYITLOUD Men's Vest,SAYITLOUD,Clothing,Pune,09-05-2023,2023-05,499,299,40.1,30-50%,Budget (<500),486,19489,3,Rated,,,,,
Bodycare Checkered Boy's Boxer,Bodycare,Clothing,Pune,15-11-2023,2023-11,498,498,0,0-10%,Budget (<500),40,0,0,Not Rated,,,,,
Bodycare Checkered Boy's Boxer,Bodycare,Clothing,Hyderabad,10-04-2023,2023-04,498,498,0,0-10%,Budget (<500),190,0,0,Not Rated,,,,,
YK Striped Baby Boy's Round Neck T-Shirt,YK,Baby Care,Pune,01-09-2023,2023-09,399,399,0,0-10%,Budget (<500),293,0,0,Not Rated,,,,,
Fs Mini Klub Printed Baby Boy's Round Neck T-Shirt,Fs Mini Klub,Baby Care,Hyderabad,19-04-2023,2023-04,349,349,0,0-10%,Budget (<500),40,0,0,Not Rated,,,,,
Ethnic Handicrafts Solid Wood Single Bed,Ethnic Handicrafts,Furniture,Mumbai,13-09-2023,2023-09,36999,24999,32.4,30-50%,Luxury (5000+),123,3985,0,Not Rated,,,,,
Osmonde Men's Vest,Osmonde,Clothing,Mumbai,08-08-2023,2023-08,699,539,22.9,10-30%,Mid (500-1500),416,9526,0,Not Rated,,,,,
Fs Mini Klub Printed Baby Boy's Round Neck T-Shirt,Fs Mini Klub,Baby Care,Delhi,23-09-2023,2023-09,549,549,0,0-10%,Mid (500-1500),466,0,0,Not Rated,,,,,
Bodycare Checkered Boy's Boxer,Bodycare,Clothing,Pune,20-11-2023,2023-11,498,498,0,0-10%,Budget (<500),102,0,0,Not Rated,,,,,
Aarika Self Design Kurta & Pallazo,Aarika,Baby Care,Pune,16-12-2023,2023-12,2699,799,70.4,50%+,Premium (1500-5000),115,8096,0,Not Rated,,,,,
Vinenzia Printed Winter Men's Gloves,Vinenzia,Unknown,Delhi,18-04-2023,2023-04,349,349,0,0-10%,Budget (<500),155,0,0,Not Rated,,,,,
C9 Women's Sports Bra,C9,Clothing,Hyderabad,17-11-2023,2023-11,899,599,33.4,30-50%,Mid (500-1500),77,2572,0,Not Rated,,,,,
Bodycare Checkered Boy's Boxer,Bodycare,Clothing,Bengaluru,20-09-2023,2023-09,518,518,0,0-10%,Mid (500-1500),299,0,0,Not Rated,,,,,
fabwoods Rimless Square Frame,fabwoods,Eyewear,Delhi,02-10-2023,2023-10,3999,3499,12.5,10-30%,Premium (1500-5000),227,2838,0,Not Rated,,,,,
Satrani Cotton Embroidered Salwar Suit Dupatta Material,Satrani,Clothing,Bengaluru,10-10-2023,2023-10,4330,1234,71.5,50%+,Premium (1500-5000),96,6864,0,Not Rated,,,,,
Rootz Alloy Cuff,Rootz,Jewellery,Bengaluru,08-11-2023,2023-11,584,449,23.1,10-30%,Mid (500-1500),500,11550,0,Not Rated,,,,,
Essart 0074B Makeup and Jewellery Vanity Box,Unknown,Beauty and Personal Care,Bengaluru,21-05-2023,2023-05,2199,1699,22.7,10-30%,Premium (1500-5000),52,1180,0,Not Rated,,,,,
Slims Full Sleeve Solid Women's Jacket,Unknown,Clothing,Hyderabad,13-10-2023,2023-10,2090,1463,30,10-30%,Premium (1500-5000),108,3240,0,Not Rated,,,,,
Aamore Decor Tribal Man Showpiece  -  25 cm,Aamore Decor,Home Decor & Festive Needs,Hyderabad,04-07-2023,2023-07,4999,2999,40,30-50%,Premium (1500-5000),438,17520,0,Not Rated,,,,,
Terracotta Terracotta Jewel Set,Terracotta,Jewellery,Hyderabad,28-12-2023,2023-12,950,500,47.4,30-50%,Mid (500-1500),66,3128,0,Not Rated,,,,,
Fashion Infinite Brass Cuff,Fashion Infinite,Jewellery,Hyderabad,06-10-2023,2023-10,280,240,14.3,10-30%,Budget (<500),457,6535,0,Not Rated,,,,,
Fayona Full Sleeve Solid Women's Jacket,Unknown,Clothing,Mumbai,28-04-2023,2023-04,1999,839,58,50%+,Premium (1500-5000),74,4292,0,Not Rated,,,,,
Aakrati Brass Sculpture Metal Handicrafts Gift Showpiece  -  17.78 cm,Aakrati,Home Decor & Festive Needs,Pune,18-11-2023,2023-11,5299,2599,51,50%+,Luxury (5000+),56,2856,0,Not Rated,,,,,
BijouVertex Alloy Yellow Gold Bracelet,BijouVertex,Jewellery,Pune,10-06-2023,2023-06,610,458,24.9,10-30%,Mid (500-1500),154,3835,0,Not Rated,,,,,
Vidhya Kangan Brass Jewel Set,Vidhya Kangan,Jewellery,Delhi,02-08-2023,2023-08,1000,500,50,30-50%,Mid (500-1500),172,8600,0,Not Rated,,,,,
Agnihotra Creations Hanger Showpiece  -  37.5 cm,Agnihotra Creations,Home Decor & Festive Needs,Mumbai,27-12-2023,2023-12,800,800,0,0-10%,Mid (500-1500),133,0,0,Not Rated,,,,,
Serebroarts Iron Decorative Platter,Serebroarts,Home Decor & Festive Needs,Pune,10-09-2023,2023-09,2299,899,60.9,50%+,Premium (1500-5000),453,27588,0,Not Rated,,,,,
Angelfish Designer Jewellery & Bangle Box Vanity Case,Unknown,Beauty and Personal Care,Pune,05-11-2023,2023-11,3500,586,83.3,50%+,Premium (1500-5000),29,2416,0,Not Rated,,,,,
Variation Kundan Alloy Jewel Set,Variation,Jewellery,Delhi,01-05-2023,2023-05,1499,799,46.7,30-50%,Mid (500-1500),432,20174,0,Not Rated,,,,,
Art Godaam Colored figure Showpiece  -  50 cm,Art Godaam,Home Decor & Festive Needs,Mumbai,20-11-2023,2023-11,1900,1790,5.8,0-10%,Premium (1500-5000),23,133,0,Not Rated,,,,,
Navisha Polypropylene Decorative Platter,Navisha,Home Decor & Festive Needs,Hyderabad,28-04-2023,2023-04,799,599,25,10-30%,Mid (500-1500),183,4575,0,Not Rated,,,,,
Artist Haat Vanity Box Makeup and Jewellery Vanity Jewellery,Unknown,Beauty and Personal Care,Pune,19-09-2023,2023-09,1800,1499,16.7,10-30%,Premium (1500-5000),417,6964,0,Not Rated,,,,,
The Art Jewellery Brass Jewel Set,The Art Jewellery,Jewellery,Delhi,03-05-2023,2023-05,1599,795,50.3,50%+,Premium (1500-5000),161,8098,0,Not Rated,,,,,
Blueberry Metal Cuff,Blueberry,Jewellery,Chennai,02-12-2023,2023-12,399,339,15,10-30%,Budget (<500),21,315,0,Not Rated,,,,,
Fourwalls Showpiece  -  34 cm,Fourwalls,Home Decor & Festive Needs,Delhi,20-04-2023,2023-04,3500,3199,8.6,0-10%,Premium (1500-5000),82,705,0,Not Rated,,,,,
Goldencollections GC4379 Makeup and Jewellery Vanity Pouch,Unknown,Beauty and Personal Care,Chennai,20-12-2023,2023-12,1044,522,50,30-50%,Mid (500-1500),474,23700,0,Not Rated,,,,,
Karukraft Dokra Tribal Woman Showpiece  -  16 cm,Karukraft,Home Decor & Festive Needs,Hyderabad,13-04-2023,2023-04,550,450,18.2,10-30%,Mid (500-1500),334,6079,0,Not Rated,,,,,
Vendee Fashion Brass Jewel Set,Vendee Fashion,Jewellery,Delhi,27-11-2023,2023-11,1298,649,50,30-50%,Mid (500-1500),491,24550,0,Not Rated,,,,,
"Merchbay Wild Accessory Box | Artist : Pravesh Mishra Jewellery, Make up, etc. Vanity Accessory Box",Unknown,Beauty and Personal Care,Pune,15-12-2023,2023-12,1599,799,50,30-50%,Premium (1500-5000),67,3350,0,Not Rated,,,,,
Swayambhu Showpiece  -  30.5 cm,Swayambhu,Home Decor & Festive Needs,Mumbai,01-05-2023,2023-05,4050,3000,25.9,10-30%,Premium (1500-5000),241,6242,0,Not Rated,,,,,
Utsokt Brass Jewel Set,Utsokt,Jewellery,Bengaluru,12-08-2023,2023-08,1599,899,43.8,30-50%,Premium (1500-5000),280,12264,0,Not Rated,,,,,
Voylla Alloy Rhodium Bracelet,Voylla,Jewellery,Mumbai,16-12-2023,2023-12,650,450,30.8,30-50%,Mid (500-1500),202,6222,0,Not Rated,,,,,
Yijun Suspended Wind Spinner,Yijun,Toys & School Supplies,Bengaluru,05-06-2023,2023-06,199,129,35.2,30-50%,Budget (<500),448,15770,0,Not Rated,,,,,
Celebrity Elegant And Strong Case Makeup Vanity Case,Unknown,Beauty and Personal Care,Mumbai,26-09-2023,2023-09,1499,649,56.7,50%+,Mid (500-1500),459,26025,0,Not Rated,,,,,
Gift Island Asset Showpiece  -  30 cm,Gift Island,Home Decor & Festive Needs,Chennai,26-10-2023,2023-10,3599,3599,0,0-10%,Premium (1500-5000),424,0,0,Not Rated,,,,,
The Art Jewellery South Indian Style Ruby & Emerald Rajwadi Brass Jewel Set,The Art Jewellery,Jewellery,Pune,10-12-2023,2023-12,1899,945,50.2,50%+,Premium (1500-5000),62,3112,0,Not Rated,,,,,
Taj Pearl Leather Bracelet,Taj Pearl,Jewellery,Pune,22-11-2023,2023-11,425,299,29.6,10-30%,Budget (<500),356,10538,0,Not Rated,,,,,
Mustard Full Sleeve Printed Women's Quilted Jacket,Unknown,Clothing,Mumbai,13-07-2023,2023-07,2699,1619,40,30-50%,Premium (1500-5000),232,9280,0,Not Rated,,,,,
Green House Rajasthani-Female Showpiece  -  23 cm,Green House,Home Decor & Festive Needs,Mumbai,16-09-2023,2023-09,1600,1130,29.4,10-30%,Premium (1500-5000),472,13877,0,Not Rated,,,,,
Voylla Alloy Jewel Set,Voylla,Jewellery,Mumbai,13-07-2023,2023-07,1430,720,49.7,30-50%,Mid (500-1500),364,18091,0,Not Rated,,,,,
BGS Alloy Bracelet,BGS,Jewellery,Chennai,20-06-2023,2023-06,299,210,29.8,10-30%,Budget (<500),309,9208,0,Not Rated,,,,,
Furncoms Doll Showpiece  -  24 cm,Furncoms,Home Decor & Festive Needs,Mumbai,08-08-2023,2023-08,2800,1680,40,30-50%,Premium (1500-5000),409,16360,0,Not Rated,,,,,
Goldencollections Beautiful Stylish Jewellery Vanity Box,Unknown,Beauty and Personal Care,Bengaluru,26-11-2023,2023-11,2700,1499,44.5,30-50%,Premium (1500-5000),493,21939,0,Not Rated,,,,,
Vidhya Kangan Brass Jewel Set,Vidhya Kangan,Jewellery,Pune,19-12-2023,2023-12,1200,600,50,30-50%,Mid (500-1500),189,9450,0,Not Rated,,,,,
Trufit Sleeveless Solid Women's Jacket,Unknown,Clothing,Chennai,02-11-2023,2023-11,1395,1116,20,10-30%,Mid (500-1500),280,5600,0,Not Rated,,,,,
BGS Alloy Brass Bracelet,BGS,Jewellery,Chennai,01-12-2023,2023-12,349,245,29.8,10-30%,Budget (<500),259,7718,0,Not Rated,,,,,
Vedic Deals Couple Radium Statues Showpiece  -  28 cm,Vedic Deals,Home Decor & Festive Needs,Delhi,16-08-2023,2023-08,1499,499,66.7,50%+,Mid (500-1500),358,23879,0,Not Rated,,,,,
"Merchbay Colorful Doodles Accessory Box | Artist : Pratyusha Subramaniam Jewellery, Make up, etc. Vanity Accessory Box",Unknown,Beauty and Personal Care,Bengaluru,14-04-2023,2023-04,1599,799,50,30-50%,Premium (1500-5000),155,7750,0,Not Rated,,,,,
Fashion Infinite Brass Cuff,Fashion Infinite,Jewellery,Hyderabad,24-05-2023,2023-05,280,240,14.3,10-30%,Budget (<500),12,172,0,Not Rated,,,,,
Abhushan Alloy Jewel Set,Abhushan,Jewellery,Pune,19-08-2023,2023-08,2299,949,58.7,50%+,Premium (1500-5000),364,21367,0,Not Rated,,,,,
Art Godaam Mask Showpiece  -  40 cm,Art Godaam,Home Decor & Festive Needs,Chennai,28-05-2023,2023-05,1200,1050,12.5,10-30%,Mid (500-1500),477,5963,0,Not Rated,,,,,
"Fume Men, Women Wrist Band",Unknown,Clothing,Pune,10-12-2023,2023-12,499,399,20,10-30%,Budget (<500),477,9540,4,Rated,,,,,
Sassafras Full Sleeve Solid Women's Jacket,Unknown,Clothing,Pune,24-07-2023,2023-07,1700,1019,40.1,30-50%,Premium (1500-5000),382,15318,0,Not Rated,,,,,
Voylla Alloy Jewel Set,Voylla,Jewellery,Pune,09-11-2023,2023-11,1329,669,49.7,30-50%,Mid (500-1500),81,4026,0,Not Rated,,,,,
"Recrafto Painted Four Drawer Box Makeup, Jewellery Vanity Jewellery",Unknown,Beauty and Personal Care,Chennai,27-09-2023,2023-09,1605,1200,25.2,10-30%,Premium (1500-5000),27,680,0,Not Rated,,,,,
Pindia Apple Macbook Pro 15 15.4 Inch Ma601hn/A & Ma601ll/A USB Clear Anti-dust Plug,Pindia,Computers,Hyderabad,26-10-2023,2023-10,449,299,33.4,30-50%,Budget (<500),232,7749,0,Not Rated,,,,,
Viva Fashions Fabric Bracelet,Viva Fashions,Jewellery,Bengaluru,13-11-2023,2023-11,399,329,17.5,10-30%,Budget (<500),461,8068,0,Not Rated,,,,,
Serebroarts Iron Decorative Platter,Serebroarts,Home Decor & Festive Needs,Delhi,25-04-2023,2023-04,2199,1049,52.3,50%+,Premium (1500-5000),390,20397,0,Not Rated,,,,,
BGS Alloy Bracelet,BGS,Jewellery,Delhi,28-07-2023,2023-07,299,210,29.8,10-30%,Budget (<500),298,8880,0,Not Rated,,,,,
Goldencollections Marriage Jewellery Vanity Box,Unknown,Beauty and Personal Care,Hyderabad,25-11-2023,2023-11,3060,1699,44.5,30-50%,Premium (1500-5000),406,18067,0,Not Rated,,,,,
Hugo Chavez Sleeveless Solid Women's Jacket,Unknown,Clothing,Delhi,02-11-2023,2023-11,5999,2279,62,50%+,Luxury (5000+),282,17484,0,Not Rated,,,,,
Chrome Showpiece  -  20 cm,Chrome,Home Decor & Festive Needs,Delhi,21-05-2023,2023-05,645,630,2.3,0-10%,Mid (500-1500),88,202,0,Not Rated,,,,,
Voylla Alloy Jewel Set,Voylla,Jewellery,Mumbai,20-08-2023,2023-08,1179,669,43.3,30-50%,Mid (500-1500),499,21607,0,Not Rated,,,,,
Uberlyfe Elegant 3 Level Jewellery Box Vanity Case,Unknown,Beauty and Personal Care,Delhi,19-06-2023,2023-06,2200,899,59.1,50%+,Premium (1500-5000),272,16075,0,Not Rated,,,,,
Pindia Apple Macbook Retina 15 15.4 Inch Me293hn/A & Me293ll/A HDMI White Anti-dust Plug,White,Computers,Delhi,04-05-2023,2023-05,449,299,33.4,30-50%,Budget (<500),203,6780,0,Not Rated,,,,,
Voylla Alloy Jewel Set,Voylla,Jewellery,Pune,25-10-2023,2023-10,1060,530,50,30-50%,Mid (500-1500),459,22950,0,Not Rated,,,,,
MPCI Stone Bracelet,MPCI,Jewellery,Pune,25-12-2023,2023-12,399,300,24.8,10-30%,Budget (<500),424,10515,0,Not Rated,,,,,
Hand Art Terracotta Mask Showpiece  -  28 cm,Hand Art,Home Decor & Festive Needs,Hyderabad,08-07-2023,2023-07,1299,649,50,30-50%,Mid (500-1500),402,20100,0,Not Rated,,,,,
Craftuno Handcrafted Paper Mache Box - Set of 3 Showpiece Vanity Decorative,Unknown,Beauty and Personal Care,Pune,13-11-2023,2023-11,1398,1075,23.1,10-30%,Mid (500-1500),220,5082,0,Not Rated,,,,,
NYN 80158,Unknown,Beauty and Personal Care,Hyderabad,15-11-2023,2023-11,869,199,77.1,50%+,Mid (500-1500),449,34618,0,Not Rated,,,,,
Kaatru Surya Bhagavan Showpiece  -  23.5 cm,Kaatru,Home Decor & Festive Needs,Hyderabad,07-06-2023,2023-06,485,399,17.7,10-30%,Budget (<500),358,6337,0,Not Rated,,,,,
Voylla Alloy Silver Bracelet,Voylla,Jewellery,Pune,27-06-2023,2023-06,499,399,20,10-30%,Budget (<500),424,8480,0,Not Rated,,,,,
Aarnaa White Checkker Alloy Jewel Set,Aarnaa,Jewellery,Delhi,21-05-2023,2023-05,2000,899,55.1,50%+,Premium (1500-5000),237,13059,0,Not Rated,,,,,
Iron Crafts Creative Showpiece  -  21 cm,Iron Crafts,Home Decor & Festive Needs,Delhi,27-09-2023,2023-09,620,449,27.6,10-30%,Mid (500-1500),403,11123,0,Not Rated,,,,,
Voylla Alloy Yellow Gold Bracelet,Voylla,Jewellery,Chennai,14-08-2023,2023-08,289,231,20.1,10-30%,Budget (<500),219,4402,0,Not Rated,,,,,
Jewlot Brass Necklace,Jewlot,Jewellery,Bengaluru,27-08-2023,2023-08,1203,802,33.3,30-50%,Mid (500-1500),407,13553,0,Not Rated,,,,,
"IndiWeaves Regular Fit Men's Linen Brown, Blue Trousers",IndiWeaves,Clothing,Chennai,03-12-2023,2023-12,4598,2299,50,30-50%,Premium (1500-5000),362,18100,0,Not Rated,,,,,
"C&E  TV-out Cable High Speed HDMI Cable Male to Female 15 Feet, 3 Pack",C&E,Home Entertainment,Mumbai,20-05-2023,2023-05,3657,1699,53.5,50%+,Premium (1500-5000),349,18672,0,Not Rated,,,,,
Saarah Self Design Kurta & Salwar,Saarah,Clothing,Pune,07-09-2023,2023-09,2400,1099,54.2,50%+,Premium (1500-5000),308,16694,0,Not Rated,,,,,
Riddhi Siddhi Clone,Riddhi Siddhi,Toys & School Supplies,Pune,13-06-2023,2023-06,499,299,40.1,30-50%,Budget (<500),206,8261,0,Not Rated,,,,,
"JJ Jonex GRIPPER Volleyball -   Size: 4,  Diameter: 20 cm",JJ Jonex,Sports & Fitness,Chennai,24-12-2023,2023-12,800,549,31.4,30-50%,Mid (500-1500),64,2010,0,Not Rated,,,,,
Berge Women's Track Top,Berge,Clothing,Hyderabad,11-06-2023,2023-06,595,595,0,0-10%,Mid (500-1500),328,0,0,Not Rated,,,,,
Himmlisch AAD0524 Car Armrest,Himmlisch,Automotive,Mumbai,02-04-2023,2023-04,1799,999,44.5,30-50%,Premium (1500-5000),226,10057,0,Not Rated,,,,,
Sifty Collection Acrylic Painting,Sifty Collection,Home Decor & Festive Needs,Delhi,17-06-2023,2023-06,1999,799,60,50%+,Premium (1500-5000),141,8460,0,Not Rated,,,,,
Texco Women's Track Top,Texco,Clothing,Pune,08-10-2023,2023-10,799,499,37.5,30-50%,Mid (500-1500),190,7125,0,Not Rated,,,,,
Royal Men's Kurta and Churidar Set,Royal,Clothing,Chennai,06-09-2023,2023-09,1999,999,50,30-50%,Premium (1500-5000),324,16200,5,Rated,,,,,
Himmlisch AAD0517 Car Armrest,Himmlisch,Automotive,Pune,18-10-2023,2023-10,1799,999,44.5,30-50%,Premium (1500-5000),239,10636,0,Not Rated,,,,,
Shaun Boy's Pyjama,Shaun,Clothing,Hyderabad,09-10-2023,2023-10,3998,1075,73.1,50%+,Premium (1500-5000),318,23246,0,Not Rated,,,,,
Liz Lange Printed Women's Round Neck Orange T-Shirt,Liz Lange,Clothing,Pune,05-07-2023,2023-07,1299,844,35,30-50%,Mid (500-1500),213,7455,0,Not Rated,,,,,
Trends On Wall Panihari Acrylic Painting,Trends On Wall,Home Decor & Festive Needs,Mumbai,26-04-2023,2023-04,499,224,55.1,50%+,Budget (<500),473,26062,0,Not Rated,,,,,
Arshia Fashions Printed Kurta & Leggings,Arshia Fashions,Clothing,Pune,28-10-2023,2023-10,1999,1099,45,30-50%,Premium (1500-5000),455,20475,0,Not Rated,,,,,
"SRK GROUPS Aluminium, Wooden Home Temple",SRK GROUPS,Furniture,Hyderabad,04-05-2023,2023-05,1400,799,42.9,30-50%,Mid (500-1500),90,3861,0,Not Rated,,,,,
Skycandle.in Multicolor Paper Lantern,Skycandle.in,Home Decor & Festive Needs,Hyderabad,25-04-2023,2023-04,500,220,56,50%+,Mid (500-1500),182,10192,0,Not Rated,,,,,
CoffeeBean Regular Fit Baby Girl's Pink Trousers,CoffeeBean,Baby Care,Mumbai,24-05-2023,2023-05,1199,479,60.1,50%+,Mid (500-1500),324,19472,0,Not Rated,,,,,
BOLLYWOOD ACCESSORY Printed Polyester Girl's Scarf,BOLLYWOOD ACCESSORY,Clothing,Delhi,20-08-2023,2023-08,279,279,0,0-10%,Budget (<500),305,0,0,Not Rated,,,,,
Elephant Brand 3 Fold Polka Dotted Prints - Manual Open Umbrella,Elephant Brand,Tools & Hardware,Bengaluru,26-05-2023,2023-05,499,449,10,0-10%,Budget (<500),102,1020,5,Rated,,,,,
"Hiakan KNEE FIT STRIPED Knee Support (XL, Black, White)",Hiakan,Sports & Fitness,Hyderabad,12-08-2023,2023-08,260,140,46.2,30-50%,Budget (<500),290,13398,0,Not Rated,,,,,
Speedwav Plastic Car Bumper Guard,Speedwav,Automotive,Delhi,16-06-2023,2023-06,560,328,41.4,30-50%,Mid (500-1500),314,13000,0,Not Rated,,,,,
Speedwav Stainless Steel Car Bumper Guard,Speedwav,Automotive,Delhi,15-12-2023,2023-12,999,360,64,50%+,Mid (500-1500),412,26368,0,Not Rated,,,,,
I-Pop Plastic Car Bumper Guard,I-Pop,Automotive,Bengaluru,20-07-2023,2023-07,1050,578,45,30-50%,Mid (500-1500),130,5850,0,Not Rated,,,,,
PDI Plastic Car Bumper Guard,PDI,Automotive,Mumbai,15-11-2023,2023-11,700,449,35.9,30-50%,Mid (500-1500),39,1400,0,Not Rated,,,,,
I-Pop Plastic Car Door Guard,I-Pop,Automotive,Pune,17-07-2023,2023-07,1200,658,45.2,30-50%,Mid (500-1500),34,1537,0,Not Rated,,,,,
Speedwav Plastic Car Door Guard,Speedwav,Automotive,Pune,22-07-2023,2023-07,600,600,0,0-10%,Mid (500-1500),224,0,0,Not Rated,,,,,
Goodyear GY10004 Bolt Cutter,Goodyear,Home Improvement,Bengaluru,08-05-2023,2023-05,820,820,0,0-10%,Mid (500-1500),88,0,0,Not Rated,,,,,
Speedwav Stainless Steel Car Bumper Guard,Speedwav,Automotive,Bengaluru,09-07-2023,2023-07,1198,878,26.7,10-30%,Mid (500-1500),185,4940,0,Not Rated,,,,,
Speedwav Plastic Car Bumper Guard,Speedwav,Automotive,Chennai,06-09-2023,2023-09,560,328,41.4,30-50%,Mid (500-1500),471,19499,0,Not Rated,,,,,
Speedwav Stainless Steel Car Bumper Guard,Speedwav,Automotive,Chennai,13-11-2023,2023-11,1198,878,26.7,10-30%,Mid (500-1500),358,9559,0,Not Rated,,,,,
Woodman Steel Car Bumper Guard,Woodman,Automotive,Delhi,03-09-2023,2023-09,900,499,44.6,30-50%,Mid (500-1500),483,21542,0,Not Rated,,,,,
I-Pop Plastic Car Bumper Guard,I-Pop,Automotive,Pune,04-10-2023,2023-10,1050,578,45,30-50%,Mid (500-1500),338,15210,0,Not Rated,,,,,
Speedwav Plastic Car Door Guard,Speedwav,Automotive,Bengaluru,05-11-2023,2023-11,950,768,19.2,10-30%,Mid (500-1500),490,9408,0,Not Rated,,,,,
Woodman Steel Car Bumper Guard,Woodman,Automotive,Chennai,13-06-2023,2023-06,2100,1099,47.7,30-50%,Premium (1500-5000),387,18460,0,Not Rated,,,,,
Speedwav Plastic Car Door Guard,Speedwav,Automotive,Mumbai,28-11-2023,2023-11,950,768,19.2,10-30%,Mid (500-1500),17,326,0,Not Rated,,,,,
Speedwav Stainless Steel Car Bumper Guard,Speedwav,Automotive,Bengaluru,06-08-2023,2023-08,999,360,64,50%+,Mid (500-1500),146,9344,0,Not Rated,,,,,
Seven Seas Stainless Steel Twisting Pull Corkscrew,Seven Seas,Kitchen & Dining,Bengaluru,26-04-2023,2023-04,1261,1261,0,0-10%,Mid (500-1500),32,0,0,Not Rated,,,,,
Woodman Steel Car Bumper Guard,Woodman,Automotive,Bengaluru,16-04-2023,2023-04,2100,1099,47.7,30-50%,Premium (1500-5000),174,8300,0,Not Rated,,,,,
